College Name,College Code,Merit Marks,Gender,Candidate Type,Category,Home University,HSC Eligibility,Fees Paid,CAP Round,BRANCH
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,62.97,M,TYPE A,OBC,PUNE,59.67,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,60.92,F,TYPE A,OBC,PUNE,82.5,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,60.07,M,TYPE A,OBC,PUNE,64,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,58.45,M,TYPE A,OBC,PUNE,70.33,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,56.68,M,TYPE A,OBC,PUNE,66.5,33330,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,56.14,M,TYPE A,OBC,PUNE,59.5,33330,ROUND 2,MACHANICAL  ENGINEERING
"PCCOE, Ravet",6822,55.4832,M,TYPE A,OBC,PUNE,49.33,33330,ROUND-1,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,54.88,M,TYPE A,OBC,PUNE,60,33330,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,54.56,F,TYPE A,OBC,PUNE,69.5,33330,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,54.55,M,TYPE B,OBC,NORTH MAHARASHTRA,69.67,33330,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
"PCCOE, Ravet",6822,54.5401,M,TYPE A,OBC,PUNE,63,33330,ROUND-1,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,54.37,M,TYPE A,OBC,NORTH MAHARASHTRA,63,33330,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"PCCOE, Ravet",6822,53.58183017,M,TYPE A,OBC,PUME,61.33,33330,ROUND-2,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,53.13,F,TYPE A,OBC,PUNE,62,33330,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
"PCCOE, Ravet",6822,51.92286464,M,TYPE A,OBC,PUME,62.33,33330,ROUND-2,CIVIL
"PCCOE, Ravet",6822,51.71835913,M,TYPE A,OBC,PUME,45.33,33330,ROUND 2,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,50.16,F,TYPE A,OBC,PUNE,73.83,33330,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,44.89,F,TYPE A,OBC,PUNE,49.33,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,43.78,F,TYPE A,OBC,PUNE,58.33,33330,ROUND 1,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,38.35,M,TYPE A,OBC,PUNE,55,33330,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,35.89,F,TYPE A,OBC,PUNE,60.33,33330,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,34.96,F,TYPE A,OBC,PUNE,58.33,33330,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,25.16,M,TYPE A,OPEN,PUNE,88.33,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,20.86,M,TYPE A,OBC,PUNE,68.33,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,20.49,M,TYPE A,OBC,PUNE,80.33,33330,ROUND 2,MACHANICAL  ENGINEERING
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,14.9,M,TYPE A,OBC,S.R.T.M.U.,44.5,33330,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"MMMIT, LOHGAON, PUNE",6203,54.56,M,TYPE A,OBC,SRTMU,60.67,33493,ROUND 2,MECHANICAL
"DY PATIL IET,PIMPRI",6207,64.31,M,TYPE A,OPEN,PUNE,57.67,33591,INSTITUTE LEVEL,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,47.25,F,OMS,OPEN,OHU,55.67,33591,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,40.72,F,TYPE A,OPEN,PUNE,68,33591,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"MMCOE, KARVENAGAR, PUNE",6156,59.62,M,TYPE A,OBC,MUMBAI,67.33,33700,COUNSELING ROUND,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,51.85,F,TYPE A,OBC,MUMBAI,63.67,33700,COUNSELING ROUND,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,49.66,M,TYPE A,OBC,NORTH MAHARASHTRA,66.17,33700,COUNSELING ROUND,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,48.42,M,TYPE A,OBC,PUNE,49.67,33700,COUNSELING ROUND,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,47.14,M,TYPE A,OBC,PUNE,70.5,33700,COUNSELING ROUND,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,41.85,M,TYPE A,OBC,PUNE,45.33,33700,COUNSELING ROUND,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,39,M,TYPE A,OBC,PUNE,56.67,33700,COUNSELING ROUND,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,29.02,M,TYPE A,OBC,PUNE,62.33,33700,COUNSELING ROUND,MECHANICAL
"SC0E, VADGAON ",6177,216803,F,J & K,NA,OHU,89.33,34070,J & K COUNSELING ,CHEMICAL
"SC0E, VADGAON ",6177,143717,M,J & K,NA,OHU,83.67,34070,J &K COUNSELLING,MECHANICAL ENGINEERING
"SC0E, VADGAON ",6177,139441,M,J & K,NA,OHU,87.67,34070,J & K COUNSELING ,ELECTRONIC AND TELECOMMUNICATION ENGG
"SC0E, VADGAON ",6177,133778,F,J & K,NA,OHU,83,34070,J & K COUNSELING ,INFORMATION TECHNOLOGY
"SC0E, VADGAON ",6177,105134,M,J & K,NA,OHU,95.67,34070,J & K COUNSELING ,CIVIL
SINHGAD NARHE,6182,37.46,M,TYPE A,OBC,AMRAVATI,52,34296,ROUND 2,ENTC
"PES MODERN COE, PUNE",6139,78.7,F,TYPE A,OBC,PUNE,67.33,34435,ROUND 1,IT
"PES MODERN COE, PUNE",6139,77.22,M,TYPE A,OPEN,PUNE,56.33,34435,ROUND 2,COMPUTER
"PES MODERN COE, PUNE",6139,68.93,M,TYPE A,OBC,SHIVAJI,66.33,34435,ROUND 2,ELECTRICAL
"PES MODERN COE, PUNE",6139,59.36,F,TYPE A,OPEN,PUNE,55.67,34435,INSTITUTE LEVEL,COMPUTER
"PES MODERN COE, PUNE",6139,56.92,M,TYPE A,OBC,PUNE,65.33,34435,ROUND 1,IT
"PES MODERN COE, PUNE",6139,49.76,M,TYPE A,OPEN,PUNE,62,34435,INSTITUTE LEVEL,MECHANICAL
"DY PATIL IET,PIMPRI",6207,86.16,M,TYPE A,OPEN,S.R.T.M.U.,75.67,34500,ROUND-1,MECHANICAL ENGINEERING
SINHGAD NARHE,6182,420095,M,J&K,NA,OHU,63.67,34570,J&K COUNSELING,CIVIL
SINHGAD NARHE,6182,267192,M,J&K,NA,OHU,69,34570,J&K COUNSELING,IT
SINHGAD NARHE,6182,69.55,F,J&K SPECIAL SCHOLARSHIP SCHEME,OPEN,OHU,80.67,34570,INSTITUTE LEVEL,IT
SINHGAD NARHE,6182,41.58,M,J&K,NA,OHU,81.33,34570,J&K COUNSELING,MECHANICAL
"SINHGAD SKN, VADGAON",6178,73.74,M,TYPE A,OBC,NAGPUR,73.33,34600,ROUND 2,ENTC
"KJCOEMR, PISOLI",6320,754894,M,TYPE A,OPEN,PUNE,63,34721,ROUND 1,CIVIL
"KJCOEMR, PISOLI",6320,676615,F,TYPE A,OPEN,PUNE,57.17,34721,ROUND 1,COMPUTER
"PCCOE, Ravet",6822,299956,M,OMS,NA,OHU,74.67,35000,ROUND-1,CIVIL
"PES MODERN COE, PUNE",6139,89.96,M,TYPE A,OBC,SHIVAJI,73.67,35000,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,82.27,F,OMS,OPEN,OHU,78,35000,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,77.3,M,OMS,OPEN,OHU,64.67,35000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
JSPM RSCOE,6141,74.93,M,TYPE A,OBC,NORTH MAHARASHTRA,65.5,35000,ROUND 2,CIVIL
SINHGAD NARHE,6182,70.56,M,TYPE A,OPEN,PUNE,74.33,35000,ROUND 1,COMPUTER
SINHGAD NARHE,6182,67.47,M,TYPE A,OBC,PUNE,62.67,35000,ROUND 2,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,66.83,F,TYPE A,OPEN,PUNE,68.67,35000,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
JSPM RSCOE,6141,66.81,M,TYPE A,OBC,PUNE,63.33,35000,ROUND 1,MECHANICAL
SINHGAD NARHE,6182,64.04,M,OMS,OPEN,OHU,69.33,35000,INSTITUTE LEVEL,CIVIL
"INDIRA COEM, PUNE",6179,61.46,M,TYPE A,OPEN,SHIVAJI,52,35000,ROUND 2,COMPUTER
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,61.31,M,TYPE A,OPEN,PUNE,66.33,35000,INSTITUTE LEVEL,COMPUTER ENGINEERING
"PVG CET, PUNE",6274,60.98,F,TYPE A,OPEN,PUNE,60.68,35000,INSTITUTE LEVEL,PRINTING
SINHGAD NARHE,6182,60.06,M,TYPE A,OBC,PUNE,60.17,35000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,58.94,M,TYPE A,NT-B,NORTH MAHARASHTRA,57.67,35000,INSTITUTE LEVEL,MECHANICAL
"PCCOE, Ravet",6822,58.10395987,M,TYPE A,OPEN,PUNE,68.67,35000,ROUND 2,CIVIL
DY PATIL AKURDI,6272,53.34,M,TYPE A,OBC,SRTMU,70.33,35000,ROUND 1,INSTRUMENTATION
"SINHGAD SKN, VADGAON",6178,51.82,F,TYPE A,OPEN,BAMU,64.67,35000,INSTITUTE LEVEL,IT
"DY PATIL IET,PIMPRI",6207,50.23,M,OMS,OPEN,OHU,74.67,35000,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
JSPM RSCOE,6141,49.08,F,TYPE A,OPEN,SOLAPUR,70.67,35000,ROUND 1,ENTC
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,48.6,M,OMS,NA,OHU,69.67,35000,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,43.81,F,TYPE C,OPEN,PUNE,66,35000,ROUND-2,ELECTRONICS AND TELCOMMUNICATION ENGG
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,40.31,F,TYPE A,OPEN,PUNE,65,35000,INSTITUTE LEVEL,ELECTRONICS AND TELECOMUNICATION ENGG
"KJCOEMR, PISOLI",6320,38.48,M,TYPE A,OBC,PUNE,54,35000,ROUND 1,CIVIL
"KJCOEMR, PISOLI",6320,31.9,M,TYPE A,OBC,SOLAPUR,51.67,35000,INSTITUTE LEVEL,CIVIL
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,29.61,M,TYPE A,OPEN,PUNE,80.33,35000,ROUND 2,MACHANICAL  ENGINEERING
"SINHGAD SKN, VADGAON",6178,18.99,F,OMS,NA,OHU,73.67,35000,ROUND 1,ENTC
"DY PATIL IET,PIMPRI",6207,10.25,M,OMS,NA,OHU,89.33,35000,ROUND-1,ELECTRICAL ENGINEERING
"BVCE, KATRAJ",6285,44.89,F,TYPE A,OBC,PUNE,47.33,35177,ROUND 1,IT
"SINHGAD SKN, VADGAON",6178,17.47,M,J&K,NA,OHU,86.33,35450,J&K COUNSELING,ENTC
"SINHGAD SKN, VADGAON",6178,15.48,M,J&K,NA,OHU,93.38,35450,J&K COUNSELING,MECHANICAL
"DY PATIL IET,PIMPRI",6207,54.73,F,TYPE B,OPEN,PUNE,62.67,35600,ROUND-1,MECHANICAL ENGINEERING
"MMCOE, KARVENAGAR, PUNE",6156,29.41,M,TYPE A,OPEN,NAGPUR,57.83,35700,COUNSELING ROUND,IT
"BVCE, KATRAJ",6285,30.503,F,TYPE A,OBC,PUNE,54.67,35819,COUNSELING ROUND ,COMPUTER
"DY PATIL IET,PIMPRI",6207,46.09,M,TYPE A,OPEN,PUNE,52.67,35909,INSTITUTE LEVEL,MECHANICAL  ENGINEERING
"MMMIT, LOHGAON, PUNE",6203,469015,M,TYPE A,OPEN,BAMU,53.67,36000,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,60.12,M,TYPE A,OPEN,BAMU,61.33,36000,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,52.55,M,TYPE A,OPEN,PUNE,63,36000,ROUND 1,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,52.39,M,TYPE A,OPEN,SRTMU,61.33,36000,ROUND 1,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,50.47,M,TYPE A,OPEN,SHIVAJI,62.67,36000,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,45.28,F,TYPE A,OPEN,PUNE,54,36000,ROUND 1,COMPUTER
"BVCE, KATRAJ",6285,371340,F,OMS,NA,OHU,77.33,36677,ROUND 2,IT
"BVCE, KATRAJ",6285,53.097,F,TYPE A,OBC,PUNE,49.17,36677,ROUND 2,COMPUTER
"BVCE, KATRAJ",6285,53.622,F,TYPE A,OBC,PUNE,77.33,37177,ROUND 2,COMPUTER
"AISSMS,Pune",6282,62.43,F,TYPE A,OPEN,PUNE,71.33,37228,INSITITUT LEVEL,ELECTRONIC AND TELECOMMUNICATION ENG.
"PVG CET, PUNE",6274,77.17,M,TYPE A,OBC,PUNE,74.33,37292,COUNSELING ROUND,ELECTRICAL
"PVG CET, PUNE",6274,73.46,F,TYPE A,OBC,SHIVAJI,62.67,37292,COUNSELING ROUND,IT
"PVG CET, PUNE",6274,71.09,M,TYPE A,OBC,BAMU,64.67,37292,COUNSELING ROUND,IT
"MMCOE, KARVENAGAR, PUNE",6156,374618,M,TYPE A,OPEN,SRTMU,74.67,38000,ROUND 2,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,75.37,M,TYPE A,OPEN,SOLAPUR,69.67,38000,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,74.89,M,TYPE A,OPEN,PUNE,57.67,38000,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,73.23,M,TYPE A,OPEN,SOLAPUR,55.67,38000,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,67.47,M,TYPE A,OPEN,PUNE,68.67,38000,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,53.6,F,TYPE A,OPEN,SRTMU,68.33,38000,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,51.58,M,TYPE A,OPEN,PUNE,52,38000,ROUND 1,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,38,F,TYPE A,OPEN,PUNE,56.5,38000,INSTITUTE LEVEL,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,27.54,M,TYPE A,OPEN,PUNE,58.67,38000,ROUND 2,ENTC
"DY PATIL IET,PIMPRI",6207,41.52,M,TYPE A,OPEN,PUNE,67,38500,COUNSELING ROUND,ELECTRICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,66.21,F,OMS,OPEN,OHU,81,38591,INSTITUTE LEVEL,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,53.62,M,TYPE A,OPEN,PUNE,51,38591,COUNSELING ROUND,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,52.84,M,TYPE A,OPEN,PUNE,67.67,38591,COUNSELING ROUND,MECHANICAL ENGINEERING
"AISSMS,Pune",6282,65.81,M,OMS,OPEN,OHU,72.33,38728,INSITITUT LEVEL,INFORMATION TECHNOLOGY
"KJCOEMR, PISOLI",6320,949257,M,TYPE A,OBC,SHIVAJI,55,39000,ROUND 2,CIVIL
"KJCOEMR, PISOLI",6320,807451,F,TYPE A,OBC,SHIVAJI,53.33,39000,ROUND 2,MECHANICAL
"PES MODERN COE, PUNE",6139,50.65,M,TYPE A,OPEN,PUNE,73.67,39000,COUNSELING ROUND,IT
JSPM RSCOE,6141,46.33,M,TYPE A,OBC,SRTMU,54.83,39000,COUNSELING ROUND,MECHANICAL
"AISSMS,Pune",6282,52.39,M,TYPE A,OBC,NORTH MAHARASHTRA,61,39048,COUNSELLING ROUND,COMPUTER ENGINEERING
"PES MODERN COE, PUNE",6139,82.12,M,TYPE A,OPEN,BAMU,68.67,39435,INSTITUTE LEVEL,ELECTRICAL
"PES MODERN COE, PUNE",6139,33.71,M,TYPE A,OPEN,SRTMU,56.83,39435,COUNSELING ROUND,ELECTRICAL
"PES MODERN COE, PUNE",6139,16.5,M,TYPE A,OPEN,SRTMU,72.67,39435,ROUND 2,MECHANICAL
"KJCOEMR, PISOLI",6320,982532,M,TYPE A,OBC,NORTH MAHARASHTRA,60,39500,ROUND 1,ELECTRICAL
"KJCOEMR, PISOLI",6320,38.98,M,TYPE A,OBC,PUNE,44.83,39500,ROUND 1,MECHANICAL
"KJCOEMR, PISOLI",6320,20.55,M,TYPE A,OBC,PUNE,49,39500,ROUND 1,MECHANICAL
"KJCOEMR, PISOLI",6320,745162,M,TYPE A,OBC,PUNE,52.83,39550,ROUND 1,CIVIL
"KJCOEMR, PISOLI",6320,41.23,M,TYPE A,OBC,PUNE,48.17,39550,ROUND 1,MECHANICAL
"KJCOEMR, PISOLI",6320,41.13,M,TYPE A,OBC,NORTH MAHARASHTRA,46,39550,ROUND 1,MECHANICAL
"KJCOEMR, PISOLI",6320,36.48,M,TYPE A,OBC,PUNE,47.17,39550,ROUND 1,COMPUTER
"KJCOEMR, PISOLI",6320,28.14,M,TYPE A,OBC,PUNE,46,39550,ROUND 1,CIVIL
"MMMIT, LOHGAON, PUNE",6203,35.86,M,TYPE A,OPEN,PUNE,52.33,39735,ROUND 2,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,27.09,M,TYPE A,OPEN,SRTMU,50,39737,ROUND 2,MECHANICAL
"PES MODERN COE, PUNE",6139,36.38,M,OMS,NA,OHU,80,39935,ROUND 1,ELECTRICAL
"KJCOEMR, PISOLI",6320,703460,M,TYPE A,OPEN,SHIVAJI,54.33,40000,ROUND 1,MECHANICAL
KJ TRINITY COER,6184,496302,M,TYPE A,OPEN,MUMBAI,73,40000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,295782,M,TYPE A,OBC,SRTMU,57.33,40000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,98.37,M,TYPE A,OPEN,PUNE,53.67,40000,ROUND 1,ENTC
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,90.8,M,TYPE A,OPEN,PUNE,82,40000,ROUND 2,MECHANICAL ENGINEERING
JSPM RSCOE,6141,87.63,M,TYPE A,OBC,AMRAVATI,77,40000,ROUND 1,MECHANICAL
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,83.39,M,TYPE A,OPEN,S.R.T.M.U,62.33,40000,ROUND-2,ELECTRONICS AND TELECOMUNICATION ENGG
"DY PATIL IET,PIMPRI",6207,82.95,M,TYPE A,OPEN,SOLAPUR,69.67,40000,ROUND-1,MECHANICAL  ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,78.92,M,OMS,OPEN,OHU,79,40000,ROUND 2,MECHANICAL
JSPM RSCOE,6141,75.11,F,TYPE A,OPEN,PUNE,65.67,40000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,75.08,M,TYPE A,OPEN,SRTMU,59.5,40000,ROUND 1,COMPUTER
"INDIRA COEM, PUNE",6179,73.3,M,TYPE A,OPEN,MUMBAI,56.67,40000,ROUND 2,CIVIL
"AISSMS,Pune",6278,73.24328453,M,TYPE A,OPEN,NORTH MAHARASHTRA,59.67,40000,COUNSELING ROUND,CIVIL
KJ TRINITY COER,6184,73.09,F,OMS,OPEN,OHU,74,40000,INSTITUTE LEVEL,ELECTRICAL
JSPM RSCOE,6141,73.09,M,TYPE A,OPEN,SRTMU,66.67,40000,ROUND 2,IT
"DY PATIL IET,PIMPRI",6207,72.24,M,TYPE A,OBC,NAGPUR,70,40000,ROUND 1,COMPUTER ENGINEERING
JSPM RSCOE,6141,71.57,F,TYPE A,OPEN,SRTMU,60.33,40000,ROUND 1,CIVIL
"DY PATIL IET,PIMPRI",6207,70.47,M,TYPEB,OPEN,PUNE,59.67,40000,ROUND 2,COMPUTER ENGINEERING
"SINHGAD ACADEMY, KONDHWA",6187,70.16,M,TYPE A,OPEN,SHIVAJI,69.33,40000,COUNSELING ROUND,CIVIL
"AISSMS,Pune",6282,69.24,M,TYPE A,OPEN,NORTH MAHARASHTRA,61,40000,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENG.
SINHGAD NARHE,6182,67.18,M,TYPE A,OBC,PUNE,76,40000,ROUND 1,COMPUTER
JSPM RSCOE,6141,66.93,M,TYPE A,OPEN,PUNE,63.67,40000,ROUND 1,CIVIL
"DY PATIL IET,PIMPRI",6207,66.34,M,TYPE A,OPEN,PUNE,70.17,40000,ROUND 2,CIVIL ENGINEERING
"AISSMS,Pune",6282,65.18,F,TYPE A,OPEN,AMRAVATI,59,40000,INSITITUT LEVEL,INFORMATION TECHNOLOGY
DY PATIL AKURDI,6272,64.28,F,TYPE A,OPEN,PUNE,82.33,40000,ROUND 2,IT
"DY PATIL IET,PIMPRI",6207,63.39,M,TYPE A,OPEN,PUNE,69.33,40000,ROUND 2,CIVIL ENGINEERING
DY PATIL AKURDI,6272,62.22,M,TYPE A,OPEN,SRTMU,64,40000,COUNSELING ROUND,CIVIL
SINHGAD NARHE,6182,61.35,M,TYPE A,OBC,PUNE,59,40000,ROUND 2,MECHANICAL
JSPM RSCOE,6141,60.44,M,TYPE A,OPEN,PUNE,71,40000,COUNSELING ROUND,MECHANICAL
SINHGAD NARHE,6182,60.11,M,TYPE A,OBC,PUNE,58.67,40000,ROUND 2,MECHANICAL
"DY PATIL IET,PIMPRI",6207,59.39,F,TYPE A,OPEN,B.A.M.U.,67.33,40000,COUNSELING RPUND,CIVIL ENGINEERING
SINHGAD KONDHWA (BK),6187,59.25,M,TYPE A,OBC,NORTH MAHARASHTRA,66.83,40000,COUNSELING ROUND,MECHANICAL
KJ TRINITY COER,6184,58.62,M,TYPE A,OPEN,BAMU,54.33,40000,INSTITUTE LEVEL,ELECTRICAL
SINHGAD NARHE,6182,57.99,F,TYPE A,OPEN,SRTMU,54.33,40000,COUNSELING ROUND,COMPUTER
DR DYPC,6620,57.42,M,TYPE A,OPEN,NORTH MAHARASHTRA,72,40000,ROUND 2,ELECTRIC ENGINEERING
"DY PATIL IET,PIMPRI",6207,57,M,OMS,OPEN,OHU,58.67,40000,INSTITUTE LEVEL,INSTRUMENTAION ENGINEERING
"SINHGAD ACADEMY, KONDHWA",6187,56.68,M,TYPE C,OPEN,PUNE,62,40000,COUNSELING ROUND,COMPUTER
"DY PATIL IET,PIMPRI",6207,56.24,F,OMS,OPEN,OHU,72,40000,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
SINHGAD NARHE,6182,55.89,M,TYPE A,OPEN,PUNE,66,40000,COUNSELING ROUND,MECHANICAL
"INDIRA COEM, PUNE",6179,54.29,M,TYPE A,OPEN,PUNE,50,40000,ROUND 1,MECH (SANDWICH)
"DY PATIL IET,PIMPRI",6207,53.91,M,TYPE A,OPEN,S.R.T.M.U.,59,40000,COUNSELING ROUND,MECHANICAL ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,53.26,M,TYPE A,OBC,NORTH MAHARASHTRA,53.33,40000,ROUND 1,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,52.04,M,TYPE A,OPEN,PUNE,68.67,40000,ROUND 1,COMPUTER
SINHGAD KONDHWA (BK),6187,50.64,M,TYPE A,OPEN,BAMU,57,40000,COUNSELING ROUND,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,50.45,M,OMS,NA,OHU,70,40000,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,50.09,M,OMS,OPEN,OHU,58.33,40000,INSTITUTE LEVEL,INSTRUMENTAION ENGINEERING
"DY PATIL IET,PIMPRI",6207,49.63,M,TYPE A,OPEN,NAGPUR,65.17,40000,COUNSELING ROUND,COMPUTER ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,49.57,M,TYPE A,OPEN,PUNE,65.67,40000,ROUND 1,CIVIL
"AISSMS,Pune",6282,49.07,F,TYPE A,OPEN,PUNE,68.33,40000,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENG.
KJ TRINITY COER,6184,48.46,M,TYPE A,OBC,PUNE,49.67,40000,ROUND 1,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,47.64,M,TYPE A,OPEN,PUNE,52.33,40000,ROUND 2,COMPUTER
"INDIRA COEM, PUNE",6179,46.59,M,TYPE A,OBC,NORTH MAHARASHTRA,55.67,40000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,45,M,OMS,OPEN,OHU,56.33,40000,INSTITUTE LEVEL,ENTC
"DY PATIL IET,PIMPRI",6207,44.22,M,TYPE A,OBC,PUNE,60.67,40000,ROUND-2,ELECTRICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,43.57,M,TYPE A,OPEN,PUNE,61.33,40000,COUNSELING ROUND,COMPUTER  ENGINEERING
JSPM RSCOE,6141,43.41,M,TYPE A,OPEN,MUMBAI,63,40000,COUNSELING ROUND,MECHANICAL
KJ TRINITY COER,6184,42.79,M,TYPE A,OPEN,PUNE,66.33,40000,ROUND 1,COMPUTER
"AISSMS,Pune",6282,42.65,M,TYPE A,OPEN,PUNE,59,40000,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENG.
SINHGAD NARHE,6182,41.77,M,TYPE A,OPEN,SRTMU,57.33,40000,COUNSELING ROUND,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,37.96,M,TYPE A,OBC,PUNE,54.67,40000,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,36.76,F,OMS,OPEN,OHU,64,40000,INSTITUTE LEVEL,ELECTRONICS AND TELCOMMUNICATION ENGG
DY PATIL AKURDI,6272,35.87,M,TYPE A,OBC,GONDWANA,54.33,40000,COUNSELING ROUND,ENTC
