College Name,College Code,Merit Marks,Gender,Candidate Type,Category,Home University,HSC Eligibility,Fees Paid,CAP Round,BRANCH
"SC0E, VADGAON ",6177,37.4,M,TYPE A,ST,PUNE,48,58000,ROUND 1,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,37.22,M,OMS,OPEN,OHU,55,58000,INSTITUTE LEVEL,MECHANICAL
DR DYPC1,6787,37.22,F,OMS,OPEN,OHU,55,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
"AISSMS,Pune",6282,37.18,F,TYPE A,OBC,PUNE,53.33,58000,ROUND 1,ELECTRONIC AND TELECOMMUNICATION ENG.
DR DYPC,6620,37.16,M,TYPE A,OPEN,PUNE,54,58000,ROUND 1,MECHANICAL ENGINEERING
"PES MODERN COE, PUNE",6139,37.12,M,TYPE A,DT/VJ,PUNE,46.33,58000,COUNSELING ROUND,ENTC
DY PATIL AKURDI,6272,37.05,F,TYPE A,OPEN,SRTMU,53.33,58000,INSTITUTE LEVEL,ENTC
"AISSMS,Pune",6278,36.9603,M,TYPE A,SBC,GONDWANA,76,58000,ROUND 2,PRODUCTION (SANDWICH)
"KJCOEMR, PISOLI",6320,36.92,F,TYPE A,SC,PUNE,57.67,58000,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,36.9,M,TYPE A,SC,PUNE,59.5,58000,ROUND 1,ENTC
DR DYPC1,6787,36.9,M,TYPE A,OBC,PUNE,58.17,58000,ROUND 1,MECHANICAL ENGINEERING
"PES MODERN COE, PUNE",6139,36.85,F,TYPE A,OPEN,PUNE,59.83,58000,COUNSELING ROUND,IT
"AISSMS,Pune",6282,36.76,M,TYPE A,DT/VJ,PUNE,53.33,58000,ROUND 1,ELECTRICAL
"TSSM PVPIT, BAVDHAN",6122,36.75,M,TYPE A,OPEN,SHIVAJI,62.67,58000,COUNSELING ROUND,CIVIL
"PES MODERN COE, PUNE",6139,36.71,M,TYPE A,NT-D,SRTMU,50.67,58000,COUNSELING ROUND,ELECTRICAL
"INDIRA COEM, PUNE",6179,36.64,M,OMS,OPEN,OHU,52.67,58000,INSTITUTE LEVEL,MECH (SANDWICH)
DY PATIL AKURDI,6272,36.56,M,OMS,OPEN,OHU,52.67,58000,INSTITUTE LEVEL,CIVIL
DR DYPC1,6787,36.55,M,TYPE A,OPEN,SOLAPUR,61,58000,ROUND 2,COMPUTER ENGINEERING
"BVCE, KATRAJ",6285,36.55,F,TYPE A,SBC,PUNE,53.33,58000,ROUND 1,IT
DR DYPC,6620,36.47,M,TYPE A,NT-C,PUNE,53.67,58000,ROUND 1,MECHANICAL ENGINEERING
DY PATIL AKURDI,6272,36.42,M,TYPE A,OBC,AMRAVATI,62.67,58000,COUNSELING ROUND,ENTC
DY PATIL AKURDI,6272,36.41,M,TYPE A,OPEN,BAMU,57.33,58000,INSTITUTE LEVEL,CIVIL
"INDIRA COEM, PUNE",6179,36.35,M,TYPE A,OPEN,PUNE,59.33,58000,INSTITUTE LEVEL,MECHANICAL
DR DYPC1,6787,36.3,M,TYPE A,OPEN,GONDWANA,53.67,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
"AISSMS,Pune",6278,36.17071922,M,TYPE A,OPEN,NAGPUR,53,58000,INSTITUTE LEVEL,COMPUTER
"BVCE, KATRAJ",6285,35.967,F,TYPE A,SC,SHIVAJI,63.83,58000,ROUND 2,ENTC
DR DYPC1,6787,35.79,M,TYPE A,NT-D,S.R.T.M.U,48.5,58000,ROUND 2,CIVIL
"BVCE, KATRAJ",6285,35.75,F,TYPE A,NT-B,S.R.T.M.U,55.67,58000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,35.67,M,TYPE A,SC,PUNE,59,58000,ROUND 1,COMPUTER
DR DYPC,6620,35.66,M,TYPE A,OPEN,PUNE,63.67,58000,ROUND 2,INFORMATION TECHNOLOGY
"BVCE, KATRAJ",6285,35.63,F,TYPE A,SC,S.R.T.M.U,67.67,58000,ROUND 1,ENTC
DR DYPC1,6787,35.59,M,OMS,OPEN,OHU,51.33,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
JSPM RSCOE,6141,35.56,F,TYPE A,OBC,PUNE,56.33,58000,ROUND 2,ENTC
DY PATIL AKURDI,6272,35.48,M,TYPE A,OPEN,PUNE,52.33,58000,ROUND 2,INSTRUMENTATION
"PES MODERN COE, PUNE",6139,35.48,F,TYPE A,OBC,SHIVAJI,52,58000,COUNSELING ROUND,ENTC
"BVCE, KATRAJ",6285,35.471,F,TYPE A,OPEN,PUNE,57.33,58000,COUNSELING ROUND ,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,35.47,M,TYPE A,SC,PUNE,57.5,58000,ROUND 1,MECHANICAL
DR DYPC,6620,35.47,M,TYPE A,OPEN,PUNE,53.33,58000,ROUND 1,INFORMATION TECHNOLOGY
DR DYPC1,6787,35.46,F,TYPE A,OPEN,PUNE,53.33,58000,INSTITUTE LEVEL,ELECTRONICS AND TELECOMMUNICATION ENG.
"KJCOEMR, PISOLI",6320,35.33,M,TYPE A,NT-C,BAMU,51,58000,ROUND 1,ENTC
DR DYPC1,6787,35.33,M,TYPE A,SC,S.R.T.M.U,45.33,58000,ROUND 1,MECHANICAL ENGINEERING
DR DYPC1,6787,35.24,M,TYPE A,SC,S.R.T.M.U,55,58000,ROUND 1,MECHANICAL ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,35.18,F,TYPE A,OPEN,PUNE,56,58000,INSTITUTE LEVEL,COMPUTER
KJ TRINITY COER,6184,35.15,M,TYPE A,OBC,PUNE,53.33,58000,COUNSELING ROUND,CIVIL
"AISSMS,Pune",6278,35.1243,M,J&K,NA,OHU,81.33,58000,J&K COUNSELING,PRODUCTION (SANDWICH)
"INDIRA COEM, PUNE",6179,35.03,M,TYPE A,OPEN,PUNE,56,58000,INSTITUTE LEVEL,MECHANICAL
"INDIRA COEM, PUNE",6179,35,F,TYPE A,OPEN,PUNE,53.33,58000,INSTITUTE LEVEL,COMPUTER
KJ TRINITY COER,6184,34.99,M,TYPE A,SC,GONDWANA,54.33,58000,ROUND 2,CIVIL
DR DYPC,6620,34.96,M,OMS,OPEN,PUNE,63.33,58000,ROUND 2,COMPUTER ENGINEERING
DR DYPC,6620,34.91,M,TYPE A,OPEN,B.A.M.U,55.33,58000,COUNSLING ROUND,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,34.84,M,OMS,OPEN,OHU,56.67,58000,INSTITUTE LEVEL,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,34.83,F,TYPE A,SC,PUNE,48.17,58000,ROUND 1,COMPUTER
DR DYPC,6620,34.73,M,TYPE A,OBC,PUNE,49,58000,ROUND-1,CIVIL
"PES MODERN COE, PUNE",6139,34.72,M,TYPE A,NT-D,PUNE,49,58000,COUNSELING ROUND,IT
DR DYPC,6620,34.66,F,TYPE A,OBC,MUMBAI,50,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
DR DYPC1,6787,34.65,M,TYPE A,OPEN,PUNE,50,58000,ROUND 1,MECHANICAL ENGINEERING
DR DYPC,6620,34.6,M,TYPE A,OPEN,PUNE,53.33,58000,ROUND 1,COMPUTER ENGINEERING
DR DYPC,6620,34.51,M,TYPE A,OPEN,PUNE,51.33,58000,ROUND 1,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,34.5,M,TYPE A,OPEN,PUNE,51.33,58000,INSTITUTE LEVEL,COMPUTER
PIMPRI CHINCHWAD COLLEGE OF ENGG AND RESEARCH,6822,34.39,F,TYPE A,NT-B,PUNE,47.67,58000,ROUND-2,COMPUTER  ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,34.28,M,TYPE A,NT-B,MUMBAI,59,58000,COUNSELING ROUND,MECHANICAL
SINHGAD NARHE,6182,34.25,M,TYPE A,ST,PUNE,48.33,58000,ROUND 1,CIVIL
DY PATIL AKURDI,6272,34.22,M,TYPE A,OPEN,BAMU,55.33,58000,INSTITUTE LEVEL,CIVIL
DR DYPC,6620,34.21,M,OMS,OPEN,OHU,53,58000,INSTITUTE LEVEL,COMPUTER ENGINEERING
"SC0E, VADGAON ",6177,34.2,F,TYPE A,OBC,PUNE,61.33,58000,ROUND 2,ELECTRONIC AND TELECOMMUNICATION ENGG
DR DYPC,6620,34.19,M,TYPE A,OBC,B.A.M.U,50.67,58000,ROUND 2,MECHANICAL ENGINEERING
"BVCE, KATRAJ",6285,34.153,F,OMS,OPEN,OHU,59.33,58000,INSTITUTE LEVEL,ENTC
"MMMIT, LOHGAON, PUNE",6203,34.15,M,TYPE A,SC,MUMBAI,44.67,58000,ROUND 1,MECHANICAL
DR DYPC,6620,34.12,F,TYPE A,SBC,S.R.T.M.U,46.67,58000,ROUND-1,CIVIL
DY PATIL AKURDI,6272,34.11,F,TYPE A,OPEN,NORTH MAHARASHTRA,53,58000,INSTITUTE LEVEL,COMPUTER
"BVCE, KATRAJ",6285,34.076,F,TYPE A,OPEN,SHIVAJI,51.67,58000,COUNSELING ROUND ,COMPUTER
KJ TRINITY COER,6184,33.99,F,TYPE A,OPEN,PUNE,62.33,58000,INSTITUTE LEVEL,COMPUTER
"SINHGAD ACADEMY, KONDHWA",6187,33.99,M,TYPE A,OPEN,PUNE,58.67,58000,INSTITUTE LEVEL,COMPUTER
"KJCOEMR, PISOLI",6320,33.96,M,TYPE A,OPEN,PUNE,51.67,58000,ROUND 2,CIVIL
JSPM RSCOE,6141,33.89,M,TYPE A,OBC,NORTH MAHARASHTRA,74.83,58000,ROUND 1,CIVIL
DY PATIL AKURDI,6272,33.86,F,TYPE A,OPEN,GONDWANA,58.33,58000,INSTITUTE LEVEL,IT
"BVCE, KATRAJ",6285,33.853,F,OMS,OPEN,OHU,60.33,58000,INSTITUTE LEVEL,IT
DR DYPC1,6787,33.76,M,TYPE A,OBC,PUNE,53.83,58000,ROUND 1,AUTOMOBILE ENG.
"MMCOE, KARVENAGAR, PUNE",6156,33.71,M,TYPE A,SC,SRTMU,48.83,58000,ROUND 1,ENTC
"TSSM PVPIT, BAVDHAN",6122,33.67,M,TYPE A,NT-C,PUNE,61,58000,ROUND 1,COMPUTER
"BVCE, KATRAJ",6285,33.568,F,TYPE A,SC,AMRAVATI,52.67,58000,ROUND 2,IT
"PES MODERN COE, PUNE",6139,33.47,M,TYPE A,SC,MUMBAI,52.67,58000,COUNSELING ROUND,ELECTRICAL
DY PATIL AKURDI,6272,33.39,M,OMS,OPEN,OHU,54.33,58000,INSTITUTE LEVEL,INSTRUMENTATION
DY PATIL AKURDI,6272,33.21,M,TYPE A,OPEN,PUNE,51,58000,INSTITUTE LEVEL,MECHANICAL
"BVCE, KATRAJ",6285,33.17,F,TYPE A,OBC,PUNE,47.67,58000,INSTITUTE LEVEL,IT
"PES MODERN COE, PUNE",6139,33.13,F,TYPE A,OPEN,PUNE,58.33,58000,COUNSELING ROUND,IT
"BVCE, KATRAJ",6285,33.106,F,OMS,OPEN,OHU,50,58000,INSTITUTE LEVEL,ENTC
"KJCOEMR, PISOLI",6320,33.1,M,OMS,OPEN,OHU,53.33,58000,INSTITUTE LEVEL,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,33.1,F,TYPE A,OPEN,PUNE,50.33,58000,COUNSELING ROUND,COMPUTER
DY PATIL AKURDI,6272,33.1,M,TYPE A,OPEN,MUMBAI,50,58000,INSTITUTE LEVEL,COMPUTER
"KJCOEMR, PISOLI",6320,33.07,M,TYPE A,SC,SOLAPUR,49.33,58000,ROUND 1,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,33.05,M,TYPE A,SC,PUNE,54.33,58000,ROUND 1,MECHANICAL
DR DYPC,6620,32.92,M,TYPE A,OBC,PUNE,45,58000,ROUND-1,CIVIL
"BVCE, KATRAJ",6285,32.869,F,OMS,OPEN,OHU,71,58000,INSTITUTE LEVEL,IT
"TSSM PVPIT, BAVDHAN",6122,32.76,M,TYPE A,SC,NAGPUR,56.67,58000,ROUND 1,MECHANICAL
DR DYPC,6620,32.75,M,TYPE A,OBC,S.R.T.M.U,45.67,58000,COUNSLING ROUND,CIVIL
"KJCOEMR, PISOLI",6320,32.65,M,TYPE A,SBC,PUNE,47,58000,ROUND 1,COMPUTER
"BVCE, KATRAJ",6285,32.61,F,TYPE A,OPEN,PUNE,58.5,58000,INSTITUTE LEVEL,IT
DY PATIL AKURDI,6272,32.6,F,TYPE A,OPEN,PUNE,58,58000,INSTITUTE LEVEL,IT
DR DYPC,6620,32.59,M,TYPE A,SC,PUNE,48.67,58000,ROUND 2,CIVIL
"TSSM PVPIT, BAVDHAN",6122,32.58,M,TYPE A,NT-C,BAMU,47.67,58000,ROUND 1,MECHANICAL
DR DYPC,6620,32.56,F,TYPE A,OPEN,PUNE,53.67,58000,ROUND 1,COMPUTER ENGINEERING
JSPM RSCOE,6141,32.53,F,TYPE A,OPEN,PUNE,58,58000,INSTITUTE LEVEL,COMPUTER
DR DYPC,6620,32.5,M,TYPE A,SBC,S.R.T.M.U,53.33,58000,ROUND 2,MECHANICAL ENGINEERING
DR DYPC,6620,32.45,M,TYPE A,OPEN,S.R.T.M.U,52,58000,ROUND 2,MECHANICAL ENGINEERING
KJ TRINITY COER,6184,32.27,M,TYPE A,OPEN,PUNE,50.33,58000,COUNSELING ROUND,CIVIL
SINHGAD NARHE,6182,32.23,M,TYPE A,SC,SOLAPUR,56.67,58000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,32.23,M,TYPE A,SC,BAMU,46.5,58000,ROUND 1,COMPUTER
"BVCE, KATRAJ",6285,32.178,F,TYPE A,OBC,PUNE,55,58000,COUNSELING ROUND ,COMPUTER
JSPM RSCOE,6141,32.16,F,TYPE A,OBC,PUNE,47.67,58000,ROUND 2,CIVIL
DY PATIL AKURDI,6272,32.13,F,TYPE A,OPEN,SHIVAJI,51,58000,INSTITUTE LEVEL,IT
"BVCE, KATRAJ",6285,32.054,F,TYPE A,OPEN,PUNE,52,58000,INSTITUTE LEVEL,IT
DY PATIL AKURDI,6272,32.05,M,TYPE A,OPEN,BAMU,52.67,58000,INSTITUTE LEVEL,CIVIL
"INDIRA COEM, PUNE",6179,32.03,M,OMS,OPEN,OHU,60.33,58000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,32.02,F,TYPE A,OPEN,PUNE,52.5,58000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,31.98,M,TYPE A,OBC,NORTH MAHARASHTRA,51,58000,ROUND 2,PRODUCTION (SANDWICH)
"TSSM PVPIT, BAVDHAN",6122,31.89,M,TYPE A,SC,PUNE,55.33,58000,ROUND 1,MECHANICAL
DR DYPC1,6787,31.89,M,TYPE A,OBC,B.A.M.U,51.67,58000,ROUND 1,COMPUTER ENGINEERING
"PES MODERN COE, PUNE",6139,31.88,F,TYPE A,OPEN,PUNE,50.67,58000,COUNSELING ROUND,IT
DR DYPC1,6787,31.78,M,TYPE A,OPEN,PUNE,50,58000,ROUND 2,AUTOMOBILE ENG.
DY PATIL AKURDI,6272,31.7,M,OMS,OPEN,OHU,60.67,58000,INSTITUTE LEVEL,MECHANICAL
KJ TRINITY COER,6184,31.59,M,TYPE A,OPEN,PUNE,55.67,58000,INSTITUTE LEVEL,CIVIL
DY PATIL AKURDI,6272,31.56,M,TYPE A,OPEN,NORTH MAHARASHTRA,55.33,58000,INSTITUTE LEVEL,CIVIL
"KJCOEMR, PISOLI",6320,31.56,M,OMS,OPEN,OHU,55,58000,INSTITUTE LEVEL,CIVIL
SINHGAD NARHE,6182,31.56,M,TYPE A,OBC,PUNE,54,58000,COUNSELING ROUND,COMPUTER
JSPM RSCOE,6141,31.55,F,TYPE A,OBC,NORTH MAHARASHTRA,76.67,58000,ROUND 2,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,31.52,M,TYPE A,SC,PUNE,52.33,58000,ROUND 1,ELECTRICAL
"KJCOEMR, PISOLI",6320,31.5,M,TYPE A,SBC,SHIVAJI,54,58000,ROUND 1,COMPUTER
DR DYPC,6620,31.44,M,TYPE A,OBC,PUNE,52,58000,ROUND 1,CIVIL
DR DYPC1,6787,31.38,M,TYPE A,OBC,NORTH MAHARASHTRA,44.67,58000,ROUND 2,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,31.33,F,TYPE A,SC,PUNE,58.33,58000,ROUND 1,IT
"TSSM PVPIT, BAVDHAN",6122,31.33,M,TYPE A,OPEN,SHIVAJI,55.5,58000,ROUND 2,MECHANICAL
DR DYPC,6620,31.33,M,TYPE A,OPEN,PUNE,50,58000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
JSPM RSCOE,6141,31.28,M,TYPE A,SC,PUNE,49.67,58000,ROUND 1,ENTC
DR DYPC1,6787,30.97,M,TYPE A,OBC,PUNE,48,58000,COUNSLING ROUND,CIVIL
"KJCOEMR, PISOLI",6320,30.96,M,TYPE A,OPEN,PUNE,54,58000,ROUND 1,COMPUTER
DY PATIL AKURDI,6272,30.83,M,TYPE A,OPEN,PUNE,52.33,58000,INSTITUTE LEVEL,IT
DY PATIL AKURDI,6272,30.81,F,TYPE A,OPEN,NORTH MAHARASHTRA,61,58000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,30.64,M,TYPE A,OPEN,PUNE,61.33,58000,INSTITUTE LEVEL,CIVIL
DR DYPC1,6787,30.56,M,TYPE A,OPEN,PUNE,57,58000,ROUND 2,CIVIL
"KJCOEMR, PISOLI",6320,30.31,M,TYPE A,ST,SOLAPUR,52.5,58000,ROUND 1,CIVIL
DY PATIL AKURDI,6272,30.3,M,TYPE A,OPEN,PUNE,53.33,58000,INSTITUTE LEVEL,COMPUTER
"BVCE, KATRAJ",6285,30.188,F,TYPE A,SC,PUNE,50,58000,ROUND 1,IT
"TSSM PVPIT, BAVDHAN",6122,30.16,M,TYPE A,NT-C,PUNE,50.67,58000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,30.13,M,TYPE A,SC,SRTMU,46.33,58000,COUNSELING ROUND,IT
"PES MODERN COE, PUNE",6139,30.11,M,TYPE A,OBC,SOLAPUR,62.17,58000,COUNSELING ROUND,ELECTRICAL
"AISSMS,Pune",6282,30.11,F,TYPE A,OBC,PUNE,54,58000,ROUND 1,INSTRUMENTATION
"BVCE, KATRAJ",6285,30.032,F,TYPE A,OPEN,AMRAVATI,61.83,58000,INSTITUTE LEVEL,COMPUTER
JSPM RSCOE,6141,29.9,M,TYPE A,OPEN,SRTMU,58,58000,INSTITUTE LEVEL,CIVIL
"BVCE, KATRAJ",6285,29.834,F,TYPE A,OPEN,PUNE,51,58000,COUNSELING ROUND ,COMPUTER
"INDIRA COEM, PUNE",6179,29.8,M,OMS,OPEN,OHU,54.67,58000,INSTITUTE LEVEL,CIVIL
"PES MODERN COE, PUNE",6139,29.72,M,TYPE A,OBC,PUNE,45.67,58000,COUNSELING ROUND,IT
DR DYPC1,6787,29.7,M,TYPE A,DT/VJ,AMRAVATI,50.33,58000,ROUND 2,CIVIL
KJ TRINITY COER,6184,29.63,M,TYPE A,OPEN,PUNE,61.33,58000,COUNSELING ROUND,COMPUTER
DR DYPC,6620,29.56,M,TYPE A,OPEN,MUMBAI,55.67,58000,ROUND 2,INFORMATION TECHNOLOGY
DR DYPC,6620,29.48,M,TYPE A,SC,S.R.T.M.U,53,58000,ROUND 2,CIVIL
JSPM RSCOE,6141,29.46,M,TYPE A,OBC,AMRAVATI,76.67,58000,ROUND 2,MECHANICAL
KJ TRINITY COER,6184,29.41,M,TYPE A,OPEN,PUNE,59.17,58000,COUNSELING ROUND,CIVIL
"TSSM PVPIT, BAVDHAN",6122,29.12,M,TYPE A,NT-D,SOLAPUR,52,58000,ROUND 2,CIVIL
"PES MODERN COE, PUNE",6139,29,M,J&K,NA,OHU,89.33,58000,J&K COUNSELING,ENTC
JSPM RSCOE,6141,29,M,TYPE A,OBC,PUNE,76.33,58000,ROUND 1,MECHANICAL
DR DYPC1,6787,28.92,M,TYPE A,SC,AMRAVATI,65,58000,ROUND 1,AUTOMOBILE ENG.
"PES MODERN COE, PUNE",6139,28.89,F,TYPE A,OPEN,PUNE,54.33,58000,COUNSELING ROUND,IT
DY PATIL AKURDI,6272,28.86,M,OMS,OPEN,OHU,58.33,58000,INSTITUTE LEVEL,MECHANICAL
DY PATIL AKURDI,6272,28.41,M,TYPE A,ST,SRTMU,55.5,58000,ROUND 1,COMPUTER
JSPM RSCOE,6141,28.38,F,TYPE A,SC,SRTMU,51.5,58000,ROUND 1,ENTC
KJ TRINITY COER,6184,28.37,F,OMS,OPEN,OHU,54,58000,INSTITUTE LEVEL,COMPUTER
JSPM RSCOE,6141,28.33,M,TYPE A,OBC,PUNE,82.5,58000,ROUND 1,MECHANICAL
"PES MODERN COE, PUNE",6139,28.32,M,TYPE A,OBC,SOLAPUR,64.67,58000,COUNSELING ROUND,ENTC
DY PATIL AKURDI,6272,28.29,M,TYPE A,OPEN,OHU,51,58000,INSTITUTE LEVEL,INSTRUMENTATION
DR DYPC,6620,28.23,M,TYPE A,NT-C,S.R.T.M.U,47.17,58000,ROUND 2,MECHANICAL ENGINEERING
"KJCOEMR, PISOLI",6320,28.22,M,TYPE A,OPEN,PUNE,53.67,58000,INSTITUTE LEVEL,COMPUTER
DR DYPC1,6787,28.01,M,TYPE A,SBC,SHIVAJI,54.83,58000,ROUND 1,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,27.88,M,OMS,OPEN,OHU,56.67,58000,INSTITUTE LEVEL,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,27.87,M,TYPE A,OBC,NORTH MAHARASHTRA,44.67,58000,ROUND 2,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,27.67,F,TYPE A,OPEN,NORTH MAHARASHTRA,51.17,58000,ROUND 2,CIVIL
JSPM RSCOE,6141,27.64,M,TYPE A,SC,MUMBAI,55,58000,ROUND 2,ENTC
JSPM RSCOE,6141,27.54,M,TYPE A,SC,PUNE,47.33,58000,ROUND 2,CIVIL
DR DYPC,6620,27.54,M,TYPE A,SC,B.A.M.U,45.67,58000,ROUND 2,COMPUTER ENGINEERING
DY PATIL AKURDI,6272,27.53,M,OMS,OPEN,OHU,60.33,58000,INSTITUTE LEVEL,COMPUTER
"DY PATIL IET,PIMPRI",6207,27.38,F,TYPE A,SC,PUNE,51,58000,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
DR DYPC,6620,27.36,F,TYPE A,OBC,PUNE,46.17,58000,INSTITUTE LEVEL,ELECTRIC ENGINEERING
DR DYPC1,6787,27.34,M,TYPE A,OBC,NORTH MAHARASHTRA,50,58000,ROUND 2,CIVIL
DR DYPC1,6787,27.25,M,TYPE A,OBC,PUNE,46.67,58000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
DY PATIL AKURDI,6272,27.24,M,TYPE A,NT-C,SRTMU,53.83,58000,COUNSELING ROUND,INSTRUMENTATION
DR DYPC1,6787,27.24,M,TYPE A,NT-C,PUNE,47.67,58000,ROUND 1,CIVIL
DY PATIL AKURDI,6272,27.03,M,OMS,OPEN,OHU,52,58000,INSTITUTE LEVEL,IT
"PES MODERN COE, PUNE",6139,27,M,TYPE A,SC,SRTMU,47.33,58000,COUNSELING ROUND,ELECTRICAL
DR DYPC1,6787,26.87,M,TYPE A,OPEN,SOLAPUR,50,58000,INSTITUTE LEVEL,MECHANICAL ENGINEERING
DR DYPC,6620,26.43,M,TYPE A,OPEN,PUNE,50,58000,INSTITUTE LEVEL,CIVIL
JSPM RSCOE,6141,26.41,M,TYPE A,SC,PUNE,48.33,58000,ROUND 1,ENTC
"PES MODERN COE, PUNE",6139,26.4,F,J&K,NA,OHU,92.33,58000,J&K COUNSELING,IT
DR DYPC1,6787,26.37,M,TYPE A,NT-C,S.R.T.M.U,50,58000,ROUND 2,CIVIL
DR DYPC,6620,26.36,M,TYPE A,NT-B,SHIVAJI,45.33,58000,ROUND 2,MECHANICAL ENGINEERING
DR DYPC,6620,26.24,M,TYPE A,OBC,PUNE,50.33,58000,ROUND 1,MECHANICAL ENGINEERING
DR DYPC,6620,25.98,M,TYPE A,OBC,PUNE,49,58000,ROUND 2,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,25.95,M,TYPE A,SC,SRTMU,55.67,58000,ROUND 2,ELECTRICAL
JSPM RSCOE,6141,25.93,M,TYPE A,SC,PUNE,45.67,58000,ROUND 1,ENTC
DR DYPC,6620,25.86,M,OMS,OPEN,OHU,61.33,58000,INSTITUTE LEVEL,CIVIL
DR DYPC1,6787,25.86,M,TYPE A,OPEN,S.R.T.M.U,51.67,58000,ROUND 2,CIVIL
"MMCOE, KARVENAGAR, PUNE",6156,25.74,M,TYPE A,SC,SRTMU,50.17,58000,COUNSELING ROUND,ELECTRICAL
"TSSM PVPIT, BAVDHAN",6122,25.7,M,TYPE A,NT-D,SRTMU,44.67,58000,ROUND 1,COMPUTER
"KJCOEMR, PISOLI",6320,25.69,M,TYPE A,NT-C,AMRAVATI,47.5,58000,ROUND 1,CIVIL
"TSSM PVPIT, BAVDHAN",6122,25.47,F,TYPE A,OPEN,PUNE,52.17,58000,COUNSELING ROUND,COMPUTER
DR DYPC,6620,25.31,M,TYPE A,OBC,B.A.M.U,54.5,58000,ROUND 2,MECHANICAL ENGINEERING
"DY PATIL IET,PIMPRI",6207,25.31,F,TYPE A,SC,PUNE,47.33,58000,ROUND-1,ELECTRICAL ENGINEERING
"KJCOEMR, PISOLI",6320,25.26,M,TYPE A,SC,SRTMU,49,58000,ROUND 2,COMPUTER
DR DYPC,6620,25.18,M,TYPE A,SC,PUNE,54.33,58000,ROUND-1,CIVIL
DY PATIL AKURDI,6272,25.09,M,TYPE A,NT-C,PUNE,56,58000,ROUND 1,PRODUCTION (SANDWICH)
"SINHGAD ACADEMY, KONDHWA",6187,25.03,M,OMS,OPEN,OHU,51,58000,INSTITUTE LEVEL,ENTC
SINHGAD KONDHWA (BK),6187,24.9,M,OMS,OPEN,OHU,55.33,58000,INSTITUTE LEVEL,ENTC
"MMMIT, LOHGAON, PUNE",6203,24.69,M,TYPE A,SC,PUNE,52.33,58000,ROUND 1,COMPUTER
"BVCE, KATRAJ",6285,24.663,F,TYPE A,SC,S.R.T.M.U,56.17,58000,ROUND 2,ENTC
"TSSM PVPIT, BAVDHAN",6122,24.66,M,TYPE A,SBC,PUNE,50,58000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,24.62,M,TYPE A,OPEN,PUNE,82,58000,ROUND 2,MECHANICAL
JSPM RSCOE,6141,24.46,M,TYPE A,OBC,AMRAVATI,84.67,58000,ROUND 1,MECHANICAL
JSPM RSCOE,6141,24.43,M,TYPE A,OBC,NORTH MAHARASHTRA,79.33,58000,ROUND 2,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,24.41,M,TYPE A,SC,PUNE,51.67,58000,ROUND 2,CIVIL
"TSSM PVPIT, BAVDHAN",6122,24.25,F,TYPE A,OBC,PUNE,45.33,58000,INSTITUTE LEVEL,COMPUTER
DY PATIL AKURDI,6272,23.94,M,OMS,OPEN,OHU,52,58000,INSTITUTE LEVEL,MECHANICAL
DR DYPC1,6787,23.03,M,TYPE A,OPEN,SHIVAJI,59.67,58000,ROUND 2,CIVIL
DR DYPC,6620,22.86,M,TYPE A,OBC,PUNE,46.33,58000,ROUND 1,MECHANICAL ENGINEERING
KJ TRINITY COER,6184,22.77,M,TYPE A,OPEN,SHIVAJI,52.17,58000,INSTITUTE LEVEL,COMPUTER
DR DYPC,6620,22.77,M,TYPE A,OPEN,MUMBAI,51.33,58000,COUNSLING ROUND,CIVIL
"SINHGAD SKN, VADGAON",6178,22.59,F,TYPE A,SC,PUNE,45,58000,ROUND 2,COMPUTER
